Authors,Source,Title,Year,Ni (at.%),Ti (at.%),ev/a (Number of Valence Electrons),composition,Hf (at.%)
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,49.0,36.0,6.94,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,49.0,36.0,6.94,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,49.0,36.0,6.94,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,49.0,36.0,6.94,Ni49.0Ti36.0Hf15.0 %,15.0
P. E. Thoma and J. J. Boehm,Materials Science and Engineering: A,Effect of composition on the amount of second phase and transformation temperatures of NixTi90−xHf10 shape memory alloys,1999.0,49.2,40.8,6.952,Ni49.2Ti40.8Hf10.0 %,10.0
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,49.2,29.7,6.952,Ni49.2Ti29.7Hf21.1 %,21.1
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,49.2,29.7,6.952,Ni49.2Ti29.7Hf21.1 %,21.1
Y. Motemani; P. J. McCluskey; C. Zhao; M. J. Tan and J. J. Vlassak,Acta Materialia,Analysis of Ti–Ni–Hf shape memory alloys by combinatorial nanocalorimetry,2011.0,49.3,36.1,6.958,Ni49.3Ti36.1Hf14.6 %,14.6
H. D. Gu; K. M. Leung and C. Y. Chung,Journal of Vacuum Science & Technology A ,Growth of high-temperature NiTi1−xHfxNiTi1−xHfx shape memory alloy thin films by laser ablation of composite targets,1998.0,49.3,30.9,6.958,Ni49.3Ti30.9Hf19.8 %,19.8
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,49.3,26.3,6.958,Ni49.3Ti26.3Hf24.4 %,24.4
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,49.3,26.3,6.958,Ni49.3Ti26.3Hf24.4 %,24.4
Z. Pu; K. Wu and Y. Liu,International Symposium on Shape Memory Materials,Structure and Properties of NiTi-Hf Rapidly Solidified High Temperature Shape Memory Alloys,1994.0,49.3,49.5,6.958,Ni49.3Ti49.5Hf1.2 %,1.2
V. I. Kolomytsev,Scripta Metallurgica et Materialia,The effect of alloying by 3d; 4d; 5d transition metal klements on martensite transformation temperatures in compound TiNi,1994.0,49.3,49.8,6.958,Ni49.3Ti49.8Hf0.9 %,0.9
P. E. Thoma and J. J. Boehm,Materials Science and Engineering: A,Effect of composition on the amount of second phase and transformation temperatures of NixTi90−xHf10 shape memory alloys,1999.0,49.4,40.6,6.964,Ni49.4Ti40.6Hf10.0 %,10.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution and stability of phases in a high temperature shape memory alloy Ni49.4Ti38.6Hf12,2014.0,49.4,38.6,6.964,Ni49.4Ti38.6Hf12.0 %,12.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution and stability of phases in a high temperature shape memory alloy Ni49.4Ti38.6Hf12,2014.0,49.4,38.6,6.964,Ni49.4Ti38.6Hf12.0 %,12.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution and stability of phases in a high temperature shape memory alloy Ni49.4Ti38.6Hf12,2014.0,49.4,38.6,6.964,Ni49.4Ti38.6Hf12.0 %,12.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution of microstructure and texture in Ni49.4Ti38.6Hf12 shape memory alloy during hot rolling,2013.0,49.4,38.6,6.964,Ni49.4Ti38.6Hf12.0 %,12.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution of microstructure and texture in Ni49.4Ti38.6Hf12 shape memory alloy during hot rolling,2013.0,49.4,38.6,6.964,Ni49.4Ti38.6Hf12.0 %,12.0
H. D. Gu; K. M. Leung and C. Y. Chung,Journal of Vacuum Science & Technology A ,Growth of high-temperature NiTi1−xHfxNiTi1−xHfx shape memory alloy thin films by laser ablation of composite targets,1998.0,49.4,20.7,6.964,Ni49.4Ti20.7Hf29.9 %,29.9
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Materials Science and Engineering: A,High-temperature shape memory alloys,2004.0,49.4,35.9,6.964,Ni49.4Ti35.900000000000006Hf14.7 %,14.7
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,49.4,40.2,6.964,Ni49.4Ti40.2Hf10.4 %,10.4
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,49.4,40.2,6.964,Ni49.4Ti40.2Hf10.4 %,10.4
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Scripta Materialia,Comparison of high temperature shape memory behaviour for ZrCu-based; Ti–Ni–Zr and Ti–Ni–Hf alloys,2004.0,49.42,35.95,6.9652,Ni49.42Ti35.95Hf14.63 %,14.63
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Scripta Materialia,Comparison of high temperature shape memory behaviour for ZrCu-based; Ti–Ni–Zr and Ti–Ni–Hf alloys,2004.0,49.42,35.95,6.9652,Ni49.42Ti35.95Hf14.63 %,14.63
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Scripta Materialia,Comparison of high temperature shape memory behaviour for ZrCu-based; Ti–Ni–Zr and Ti–Ni–Hf alloys,2004.0,49.42,35.95,6.9652,Ni49.42Ti35.95Hf14.63 %,14.63
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,49.5,35.5,6.97,Ni49.5Ti35.5Hf15.0 %,15.0
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,49.5,35.5,6.97,Ni49.5Ti35.5Hf15.0 %,15.0
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,49.5,35.5,6.97,Ni49.5Ti35.5Hf15.0 %,15.0
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,49.5,35.5,6.97,Ni49.5Ti35.5Hf15.0 %,15.0
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,49.5,35.5,6.97,Ni49.5Ti35.5Hf15.0 %,15.0
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,49.5,34.9,6.97,Ni49.5Ti34.9Hf15.6 %,15.6
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,49.5,34.9,6.97,Ni49.5Ti34.9Hf15.6 %,15.6
D.-J. Kim; Y.-W. Kim and T.-H. Nam,Journal of nanoscience and nanotechnology,Solidification Rate Dependence of Microstructures and Transformation Behavior of Ti–Ni–Hf Alloys,2018.0,49.5,30.5,6.97,Ni49.5Ti30.5Hf20.0 %,20.0
D.-J. Kim; Y.-W. Kim and T.-H. Nam,Journal of nanoscience and nanotechnology,Solidification Rate Dependence of Microstructures and Transformation Behavior of Ti–Ni–Hf Alloys,2018.0,49.5,30.5,6.97,Ni49.5Ti30.5Hf20.0 %,20.0
D.-J. Kim; Y.-W. Kim and T.-H. Nam,Journal of nanoscience and nanotechnology,Solidification Rate Dependence of Microstructures and Transformation Behavior of Ti–Ni–Hf Alloys,2018.0,49.5,30.5,6.97,Ni49.5Ti30.5Hf20.0 %,20.0
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,49.5,35.5,6.97,Ni49.5Ti35.5Hf15.0 %,15.0
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,49.5,34.9,6.97,Ni49.5Ti34.9Hf15.6 %,15.6
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,49.5,40.5,6.97,Ni49.5Ti40.5Hf10.0 %,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,49.5,40.5,6.97,Ni49.5Ti40.5Hf10.0 %,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,49.5,40.5,6.97,Ni49.5Ti40.5Hf10.0 %,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,49.5,40.5,6.97,Ni49.5Ti40.5Hf10.0 %,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,49.5,40.5,6.97,Ni49.5Ti40.5Hf10.0 %,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,49.5,40.5,6.97,Ni49.5Ti40.5Hf10.0 %,10.0
Z. Zhang; J. Frenzel; K. Neuking and G. Eggeler,Materials Transactions,Vacuum induction melting of ternary NiTiX (X= Cu; Fe; Hf; Zr) shape memory alloys using graphite crucibles,2006.0,49.5,35.5,6.97,Ni49.5Ti35.5Hf15.0 %,15.0
Z. Zhang; J. Frenzel; K. Neuking and G. Eggeler,Materials Transactions,Vacuum induction melting of ternary NiTiX (X= Cu; Fe; Hf; Zr) shape memory alloys using graphite crucibles,2006.0,49.5,35.5,6.97,Ni49.5Ti35.5Hf15.0 %,15.0
P. E. Thoma and J. J. Boehm,Materials Science and Engineering: A,Effect of composition on the amount of second phase and transformation temperatures of NixTi90−xHf10 shape memory alloys,1999.0,49.6,40.4,6.976,Ni49.6Ti40.4Hf10.0 %,10.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,49.6,40.4,6.976,Ni49.6Ti40.4Hf10.0 %,10.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,49.6,40.4,6.976,Ni49.6Ti40.4Hf10.0 %,10.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,49.6,40.4,6.976,Ni49.6Ti40.4Hf10.0 %,10.0
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,49.6,45.2,6.976,Ni49.6Ti45.2Hf5.2 %,5.2
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,49.6,45.2,6.976,Ni49.6Ti45.2Hf5.2 %,5.2
H. D. Gu; K. M. Leung and C. Y. Chung,Journal of Vacuum Science & Technology A ,Growth of high-temperature NiTi1−xHfxNiTi1−xHfx shape memory alloy thin films by laser ablation of composite targets,1998.0,49.7,24.1,6.982,Ni49.7Ti24.1Hf26.2 %,26.2
C. Zhao; Y. Jin; S. Zhao and Q. Hou,Vacuum,Crystallization and microstructural evolution of an amorphous Ni–Ti–Hf film,2017.0,49.78,35.13,6.9868,Ni49.78Ti35.13Hf15.09 %,15.09
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
P. E. Thoma and J. J. Boehm,Materials Science and Engineering: A,Effect of composition on the amount of second phase and transformation temperatures of NixTi90−xHf10 shape memory alloys,1999.0,49.8,40.2,6.988,Ni49.8Ti40.2Hf10.0 %,10.0
K. Chastaing; P. Vermaut; P. Ochin; C. Segui; J. Y. Laval and R. Portier,Materials Science and Engineering: A,Effect of Cu and Hf additions on NiTi martensitic transformation,2006.0,49.8,40.2,6.988,Ni49.8Ti40.2Hf10.0 %,10.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,49.8,40.7,6.988,Ni49.8Ti40.7Hf9.5 %,9.5
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,49.8,40.7,6.988,Ni49.8Ti40.7Hf9.5 %,9.5
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,49.8,39.2,6.988,Ni49.8Ti39.2Hf11.0 %,11.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,49.8,39.2,6.988,Ni49.8Ti39.2Hf11.0 %,11.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,49.8,35.2,6.988,Ni49.8Ti35.2Hf15.0 %,15.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,49.8,35.2,6.988,Ni49.8Ti35.2Hf15.0 %,15.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,49.8,30.2,6.988,Ni49.8Ti30.2Hf20.0 %,20.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,49.8,30.2,6.988,Ni49.8Ti30.2Hf20.0 %,20.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,49.8,40.2,6.988,Ni49.8Ti40.2Hf10.0 %,10.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,49.8,40.2,6.988,Ni49.8Ti40.2Hf10.0 %,10.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,49.8,40.2,6.988,Ni49.8Ti40.2Hf10.0 %,10.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,49.8,42.2,6.988,Ni49.8Ti42.2Hf8.0 %,8.0
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,6.988,Ni49.8Ti34.4Hf15.8 %,15.8
